Fecha,Cliente,Producto,Categoría,PrecioUnitario,Cantidad
2024-03-23,Federico,Parlante BT,Audio,71.28,3
2024-03-09,Sofía,"Monitor 24""",Pantallas,187.94,2
2024-04-20,Lucía,"Monitor 27""",Pantallas,250.91,2
2024-01-16,Jorge,"Notebook 14""",Computadoras,916.81,3
2024-04-21,Paula,Auriculares,Audio,42.0,3
2024-02-21,Ana,Cargador USB-C,Accesorios,26.74,3
2024-01-05,Pedro,Pad Mouse,Periféricos,10.24,1
2024-01-03,Rocío,Auriculares,Audio,40.92,3
2024-06-26,Lucía,"Notebook 14""",Computadoras,978.26,1
2024-03-31,Rocío,"Notebook 15""",Computadoras,1224.61,3
2024-01-23,Marcos,Hub USB-C,Accesorios,34.08,2
2024-05-30,Federico,SSD 1TB,Almacenamiento,137.88,2
2024-05-07,Nicolás,"Notebook 14""",Computadoras,905.47,1
2024-03-26,Jorge,Cable HDMI,Accesorios,12.2,1
2024-06-28,Valentina,Disco 2TB,Almacenamiento,119.63,2
2024-05-02,Diego,Teclado,Periféricos,54.1,3
2024-05-02,Ana,SSD 1TB,Almacenamiento,136.81,4
2024-01-30,Florencia,"Notebook 15""",Computadoras,1032.75,4
2024-03-17,Valentina,Teclado,Periféricos,45.69,1
2024-02-16,Daniela,Mouse,Periféricos,25.25,3
2024-06-05,Agustín,"Notebook 14""",Computadoras,941.03,2
2024-05-10,Agustín,"Notebook 14""",Computadoras,911.87,3
2024-03-22,Marcos,"Notebook 15""",Computadoras,1038.99,2
2024-02-09,Jorge,Webcam,Periféricos,67.72,4
2024-03-30,Hernán,"Monitor 27""",Pantallas,268.91,2
2024-03-17,Luis,Disco 2TB,Almacenamiento,86.63,1
2024-03-23,Agustín,Webcam,Periféricos,78.91,3
2024-01-09,Ana,Cargador USB-C,Accesorios,27.75,1
2024-02-23,Valentina,"Notebook 14""",Computadoras,886.68,2
2024-01-23,Paula,Disco 2TB,Almacenamiento,102.64,3
2024-01-22,Federico,Parlante BT,Audio,64.66,3
2024-03-15,Diego,"Monitor 24""",Pantallas,195.62,2
2024-03-15,Agustín,"Monitor 27""",Pantallas,290.48,1
2024-03-30,Florencia,Cargador USB-C,Accesorios,30.23,3
2024-03-12,Camila,"Notebook 15""",Computadoras,1082.3,1
2024-04-21,Sofía,Pad Mouse,Periféricos,8.62,4
2024-04-25,Valentina,Teclado,Periféricos,51.96,2
2024-06-12,Daniela,Webcam,Periféricos,73.2,1
2024-02-07,Marcos,Pad Mouse,Periféricos,8.55,1
2024-03-01,Agustín,Mouse,Periféricos,25.81,3
2024-06-24,Lucía,SSD 1TB,Almacenamiento,130.75,1
2024-04-28,Lucía,"Notebook 15""",Computadoras,1101.06,4
2024-06-30,Paula,SSD 512GB,Almacenamiento,82.45,2
2024-02-17,Camila,"Notebook 14""",Computadoras,928.1,4
2024-01-25,Diego,"Notebook 15""",Computadoras,1167.13,2
2024-01-07,Nicolás,Teclado,Periféricos,39.3,2
2024-01-01,Daniela,Parlante BT,Audio,63.78,2
2024-02-02,Diego,Mouse,Periféricos,31.31,2
2024-03-10,Daniela,"Monitor 24""",Pantallas,188.22,3
2024-05-23,Hernán,Teclado,Periféricos,48.93,2
2024-03-09,Federico,"Notebook 15""",Computadoras,1169.68,1
2024-04-01,Paula,Parlante BT,Audio,65.35,2
2024-04-24,Pedro,Webcam,Periféricos,58.98,1
2024-02-25,Jorge,SSD 512GB,Almacenamiento,87.54,3
2024-01-18,Paula,Cable HDMI,Accesorios,9.61,2
2024-04-15,Pedro,SSD 512GB,Almacenamiento,87.57,2
2024-02-13,Sofía,Mouse,Periféricos,25.61,2
2024-06-08,Daniela,SSD 512GB,Almacenamiento,81.31,1
2024-06-23,Sofía,SSD 512GB,Almacenamiento,78.44,3
2024-05-24,Luis,Auriculares,Audio,23.58,1
2024-01-13,Nicolás,"Notebook 14""",Computadoras,867.94,1
2024-05-09,Jorge,Pad Mouse,Periféricos,11.49,1
2024-06-30,Diego,Pad Mouse,Periféricos,10.79,2
2024-06-12,Daniela,Mouse,Periféricos,26.07,1
2024-02-29,Pedro,Hub USB-C,Accesorios,32.2,2
2024-04-21,Paula,Disco 2TB,Almacenamiento,117.28,3
2024-05-04,Paula,Cargador USB-C,Accesorios,25.37,2
2024-02-01,Federico,Auriculares,Audio,38.11,3
2024-03-04,Luis,"Monitor 24""",Pantallas,182.89,1
2024-02-10,Camila,Auriculares,Audio,46.86,2
2024-04-21,Agustín,"Monitor 24""",Pantallas,178.8,2
2024-05-13,Ana,Auriculares,Audio,39.58,3
2024-06-11,Lucía,"Monitor 27""",Pantallas,249.0,1
2024-04-16,Camila,"Notebook 15""",Computadoras,1098.61,3
2024-06-11,Pedro,Teclado,Periféricos,53.4,2
2024-01-28,Federico,"Notebook 15""",Computadoras,1025.79,2
2024-03-23,Sofía,Mouse,Periféricos,19.1,1
2024-03-17,Luis,"Notebook 15""",Computadoras,1069.62,2
2024-04-01,Valentina,Cable HDMI,Accesorios,11.96,3
2024-01-15,Hernán,SSD 512GB,Almacenamiento,85.28,1
2024-04-02,Paula,Webcam,Periféricos,62.54,2
2024-05-19,Agustín,Cargador USB-C,Accesorios,24.95,2
2024-04-20,Camila,"Monitor 24""",Pantallas,184.9,1
2024-05-21,Sofía,Disco 2TB,Almacenamiento,90.93,2
2024-06-09,Ana,"Monitor 27""",Pantallas,279.6,1
2024-05-06,Lucía,Webcam,Periféricos,83.06,1
2024-05-24,Jorge,Auriculares,Audio,45.59,2
2024-06-06,Diego,Pad Mouse,Periféricos,7.95,1
2024-06-02,Marta,SSD 1TB,Almacenamiento,140.84,2
2024-05-10,Luis,Disco 2TB,Almacenamiento,107.97,2
2024-06-15,Marcos,Parlante BT,Audio,58.55,3
2024-06-06,Rocío,Parlante BT,Audio,70.37,1
2024-04-24,Marta,Auriculares,Audio,41.03,1
2024-01-03,Luis,Teclado,Periféricos,50.18,1
2024-04-30,Paula,Cable HDMI,Accesorios,13.21,2
2024-03-17,Federico,Teclado,Periféricos,45.41,1
2024-03-31,Florencia,"Notebook 14""",Computadoras,925.64,2
2024-03-04,Daniela,Webcam,Periféricos,74.46,4
2024-05-28,Jorge,Auriculares,Audio,44.43,2
2024-06-17,Valentina,Hub USB-C,Accesorios,35.37,1
2024-03-27,Marta,"Notebook 14""",Computadoras,916.21,2
2024-06-06,Rocío,Webcam,Periféricos,63.14,2
2024-01-23,Paula,Teclado,Periféricos,43.46,3
2024-03-28,Hernán,Teclado,Periféricos,47.95,3
2024-05-07,Valentina,Teclado,Periféricos,50.8,3
2024-05-17,Marta,Cargador USB-C,Accesorios,25.66,1
2024-06-08,Jorge,"Monitor 24""",Pantallas,208.89,3
2024-06-22,Marcos,"Monitor 24""",Pantallas,208.2,1
2024-04-17,Camila,Hub USB-C,Accesorios,36.76,2
2024-01-21,Valentina,Pad Mouse,Periféricos,9.53,5
2024-04-23,Luis,Cargador USB-C,Accesorios,26.69,2
2024-02-02,Jorge,Cargador USB-C,Accesorios,28.8,1
2024-03-16,Agustín,"Monitor 27""",Pantallas,250.4,1
2024-03-23,Ana,Auriculares,Audio,46.49,2
2024-05-12,Carlos,Teclado,Periféricos,53.12,2
2024-01-23,Diego,Cargador USB-C,Accesorios,27.52,3
2024-03-06,Pedro,Mouse,Periféricos,21.61,2
2024-05-24,Hernán,Mouse,Periféricos,22.78,1
2024-06-09,Marta,"Notebook 14""",Computadoras,870.14,4
2024-04-07,Lucía,Cable HDMI,Accesorios,12.33,4
2024-04-23,Valentina,"Notebook 14""",Computadoras,969.25,1
2024-02-05,Nicolás,Parlante BT,Audio,68.3,2
2024-03-08,Marta,Pad Mouse,Periféricos,10.24,1
2024-03-17,Luis,"Notebook 15""",Computadoras,1204.94,4
2024-05-04,Camila,SSD 512GB,Almacenamiento,70.76,2
2024-02-21,Paula,Teclado,Periféricos,47.42,3
2024-03-06,Marta,Parlante BT,Audio,63.95,3
2024-06-30,Ana,Webcam,Periféricos,59.4,2
2024-05-23,Sofía,SSD 512GB,Almacenamiento,75.57,6
2024-06-06,Camila,Cable HDMI,Accesorios,11.51,4
2024-03-26,Rocío,"Notebook 14""",Computadoras,920.17,1
2024-03-08,Carlos,SSD 1TB,Almacenamiento,142.8,3
2024-03-01,Agustín,Pad Mouse,Periféricos,11.55,2
2024-04-22,Marta,Disco 2TB,Almacenamiento,93.62,2
2024-04-20,Federico,Cable HDMI,Accesorios,12.46,1
2024-02-20,Marcos,Disco 2TB,Almacenamiento,89.56,2
2024-06-27,Daniela,Hub USB-C,Accesorios,36.98,1
2024-03-14,Sofía,Teclado,Periféricos,53.67,2
2024-04-22,Pedro,Parlante BT,Audio,80.12,2
2024-04-12,Sofía,Teclado,Periféricos,57.67,1
2024-05-26,Paula,Cargador USB-C,Accesorios,31.23,2
2024-05-13,Diego,Cable HDMI,Accesorios,11.46,1
2024-04-02,Sofía,Disco 2TB,Almacenamiento,107.21,3
2024-03-11,Camila,Auriculares,Audio,35.93,2
2024-03-10,Pedro,Cargador USB-C,Accesorios,25.09,2
2024-04-27,Daniela,Teclado,Periféricos,55.7,2
2024-01-11,Paula,Cable HDMI,Accesorios,10.43,2
2024-02-02,Luis,Mouse,Periféricos,24.44,2
2024-01-01,Marcos,SSD 512GB,Almacenamiento,83.99,1
2024-02-03,Ana,"Monitor 27""",Pantallas,263.45,5
2024-01-26,Agustín,Teclado,Periféricos,51.25,2
2024-01-12,Paula,"Monitor 27""",Pantallas,265.16,2
2024-04-18,Daniela,SSD 1TB,Almacenamiento,131.36,3
2024-02-28,Federico,Webcam,Periféricos,71.59,2
2024-05-28,Florencia,Parlante BT,Audio,56.7,2
2024-04-05,Ana,Pad Mouse,Periféricos,13.03,3
2024-03-21,Hernán,Cargador USB-C,Accesorios,29.15,2
2024-03-06,Daniela,Pad Mouse,Periféricos,7.09,2
2024-05-10,Carlos,Cargador USB-C,Accesorios,25.54,5
2024-06-12,Agustín,"Monitor 27""",Pantallas,277.76,1
2024-06-16,Agustín,"Notebook 14""",Computadoras,889.68,1
2024-01-08,Luis,"Monitor 27""",Pantallas,269.47,1
2024-04-17,Florencia,Disco 2TB,Almacenamiento,93.04,2
2024-05-27,Federico,"Monitor 27""",Pantallas,282.51,1
2024-05-01,Carlos,Cable HDMI,Accesorios,11.89,1
2024-01-29,Nicolás,Cable HDMI,Accesorios,12.79,3
2024-05-16,Carlos,Cargador USB-C,Accesorios,34.77,2
2024-01-09,Nicolás,SSD 512GB,Almacenamiento,83.59,1
2024-03-01,Marta,Cargador USB-C,Accesorios,29.5,1
2024-01-13,Ana,Teclado,Periféricos,49.38,3
2024-02-06,Federico,Hub USB-C,Accesorios,38.1,4
2024-05-09,Luis,Auriculares,Audio,52.81,1
2024-01-05,Carlos,"Notebook 15""",Computadoras,955.66,1
2024-02-13,Hernán,"Monitor 24""",Pantallas,209.92,6
2024-03-29,Nicolás,SSD 512GB,Almacenamiento,84.37,4
2024-05-05,Camila,Parlante BT,Audio,69.64,2
2024-06-29,Lucía,Cable HDMI,Accesorios,9.29,1
2024-05-28,Agustín,Cargador USB-C,Accesorios,27.71,4
2024-06-26,Camila,Cable HDMI,Accesorios,13.48,2
2024-01-17,Marta,Teclado,Periféricos,57.38,3
2024-04-26,Lucía,Auriculares,Audio,38.71,2
2024-05-13,Agustín,SSD 1TB,Almacenamiento,129.71,3
2024-03-13,Valentina,SSD 1TB,Almacenamiento,125.74,4
2024-02-10,Marta,Parlante BT,Audio,59.57,1
2024-01-24,Sofía,Cargador USB-C,Accesorios,28.12,1
2024-06-28,Pedro,Hub USB-C,Accesorios,38.27,4
2024-02-21,Marta,"Notebook 14""",Computadoras,952.99,3
2024-06-06,Rocío,"Monitor 24""",Pantallas,186.18,2
2024-01-18,Jorge,Teclado,Periféricos,45.2,2
2024-03-27,Federico,"Monitor 24""",Pantallas,194.03,3
2024-01-25,Nicolás,"Monitor 24""",Pantallas,208.69,5
2024-04-24,Agustín,Teclado,Periféricos,53.41,2
2024-05-31,Paula,Parlante BT,Audio,73.02,3
2024-04-28,Diego,Teclado,Periféricos,55.45,2
2024-05-14,Nicolás,Cable HDMI,Accesorios,15.15,2
2024-02-07,Diego,Webcam,Periféricos,55.83,6
2024-04-16,Daniela,Auriculares,Audio,42.12,2
2024-05-21,Hernán,Parlante BT,Audio,71.25,3
2024-05-02,Florencia,Hub USB-C,Accesorios,35.8,3
2024-06-30,Diego,Cargador USB-C,Accesorios,26.21,3
2024-05-10,Hernán,Pad Mouse,Periféricos,10.23,2
2024-03-02,Diego,Pad Mouse,Periféricos,7.22,2
2024-05-21,Pedro,Teclado,Periféricos,51.49,2
2024-03-20,Federico,SSD 512GB,Almacenamiento,83.61,6
2024-03-28,Hernán,Disco 2TB,Almacenamiento,96.98,5
2024-01-14,Paula,"Monitor 27""",Pantallas,274.4,2
2024-02-13,Marcos,Disco 2TB,Almacenamiento,72.92,2
2024-02-14,Agustín,"Notebook 15""",Computadoras,1113.04,4
2024-01-29,Nicolás,Webcam,Periféricos,73.2,1
2024-03-17,Pedro,Hub USB-C,Accesorios,34.36,2
2024-04-10,Rocío,"Notebook 15""",Computadoras,1053.18,1
2024-05-01,Florencia,SSD 512GB,Almacenamiento,83.18,1
2024-06-16,Florencia,"Monitor 24""",Pantallas,193.47,3
2024-06-10,Jorge,"Monitor 24""",Pantallas,200.21,1
2024-01-03,Rocío,"Notebook 15""",Computadoras,1107.17,2
2024-06-30,Camila,Webcam,Periféricos,71.43,3
2024-02-29,Sofía,SSD 512GB,Almacenamiento,83.69,2
2024-03-25,Marta,SSD 1TB,Almacenamiento,128.96,2
2024-02-17,Florencia,Cargador USB-C,Accesorios,30.68,2
2024-04-08,Diego,Hub USB-C,Accesorios,38.97,2
2024-02-06,Florencia,"Notebook 15""",Computadoras,1092.66,2
2024-01-08,Paula,Auriculares,Audio,49.75,4
2024-06-25,Hernán,Teclado,Periféricos,48.55,2
2024-02-11,Ana,Disco 2TB,Almacenamiento,91.69,4
2024-01-30,Pedro,Parlante BT,Audio,61.65,3
2024-02-21,Luis,"Monitor 24""",Pantallas,205.84,1
2024-05-22,Marcos,Pad Mouse,Periféricos,10.64,3
2024-01-15,Valentina,"Notebook 14""",Computadoras,967.26,1
2024-03-03,Pedro,Parlante BT,Audio,57.63,2
2024-04-14,Valentina,"Monitor 24""",Pantallas,210.82,2
2024-06-18,Florencia,Parlante BT,Audio,67.77,2
2024-03-20,Camila,Cable HDMI,Accesorios,10.31,1
2024-05-28,Marta,"Monitor 27""",Pantallas,256.35,1
2024-03-22,Florencia,Disco 2TB,Almacenamiento,87.22,1
2024-03-22,Lucía,"Notebook 15""",Computadoras,1149.4,3
2024-02-18,Luis,Disco 2TB,Almacenamiento,96.41,4
2024-06-04,Federico,Hub USB-C,Accesorios,36.01,1
2024-01-04,Agustín,Parlante BT,Audio,78.9,1
2024-03-15,Ana,"Notebook 14""",Computadoras,943.51,2
2024-04-27,Jorge,Cable HDMI,Accesorios,14.2,4
2024-05-02,Lucía,SSD 1TB,Almacenamiento,129.84,1
2024-03-14,Diego,"Monitor 24""",Pantallas,197.13,3
2024-03-12,Jorge,"Notebook 15""",Computadoras,1149.65,4
2024-05-08,Nicolás,Pad Mouse,Periféricos,10.45,5
2024-06-02,Carlos,Pad Mouse,Periféricos,11.9,2
2024-04-20,Sofía,Teclado,Periféricos,51.99,4
2024-03-23,Federico,Parlante BT,Audio,62.82,3
2024-01-24,Paula,"Notebook 14""",Computadoras,834.39,1
2024-04-07,Florencia,"Notebook 14""",Computadoras,878.09,3
2024-05-19,Pedro,Pad Mouse,Periféricos,12.02,3
2024-01-25,Diego,"Notebook 14""",Computadoras,927.39,2
2024-04-28,Ana,SSD 512GB,Almacenamiento,83.48,3
2024-06-29,Nicolás,Webcam,Periféricos,69.19,3
2024-06-14,Luis,Webcam,Periféricos,73.21,1
2024-01-28,Agustín,Parlante BT,Audio,56.44,1
2024-06-23,Rocío,"Notebook 15""",Computadoras,1025.22,1
2024-01-31,Daniela,SSD 1TB,Almacenamiento,129.9,1
2024-06-04,Carlos,SSD 512GB,Almacenamiento,77.94,6
2024-01-04,Hernán,"Monitor 27""",Pantallas,242.1,2
2024-02-08,Sofía,Mouse,Periféricos,24.0,2
2024-06-04,Hernán,Pad Mouse,Periféricos,7.83,4
2024-03-16,Paula,Disco 2TB,Almacenamiento,107.41,2
2024-04-17,Carlos,SSD 1TB,Almacenamiento,131.06,3
2024-04-16,Lucía,"Monitor 24""",Pantallas,211.34,2
2024-04-26,Agustín,SSD 512GB,Almacenamiento,84.14,3
2024-02-13,Camila,"Notebook 15""",Computadoras,1135.14,2
2024-05-28,Jorge,Cargador USB-C,Accesorios,28.94,5
2024-06-25,Florencia,Auriculares,Audio,35.98,2
2024-03-14,Marta,SSD 1TB,Almacenamiento,120.05,1
2024-01-20,Nicolás,"Monitor 27""",Pantallas,263.12,2
2024-01-08,Rocío,"Monitor 27""",Pantallas,259.26,2
2024-02-04,Luis,SSD 512GB,Almacenamiento,69.33,1
2024-04-24,Federico,Teclado,Periféricos,40.46,1
2024-02-21,Federico,"Notebook 14""",Computadoras,895.25,4
2024-03-18,Florencia,"Notebook 15""",Computadoras,1180.32,3
2024-04-11,Ana,SSD 1TB,Almacenamiento,121.02,2
2024-01-21,Hernán,Cable HDMI,Accesorios,11.15,2
2024-04-25,Daniela,Parlante BT,Audio,68.52,2
2024-02-15,Valentina,"Monitor 24""",Pantallas,193.78,4
2024-03-26,Agustín,Mouse,Periféricos,26.98,1
2024-03-30,Marta,Pad Mouse,Periféricos,9.8,1
2024-06-22,Florencia,Auriculares,Audio,35.42,1
2024-02-21,Carlos,"Monitor 24""",Pantallas,215.51,2
2024-01-29,Jorge,Hub USB-C,Accesorios,31.37,3
2024-04-05,Marta,"Monitor 24""",Pantallas,234.14,3
2024-06-28,Florencia,Hub USB-C,Accesorios,22.68,1
2024-06-20,Carlos,Webcam,Periféricos,70.5,1
2024-04-17,Ana,Cable HDMI,Accesorios,12.23,2
2024-01-14,Agustín,Parlante BT,Audio,55.43,2
2024-05-03,Carlos,Mouse,Periféricos,28.44,1
2024-03-18,Luis,Pad Mouse,Periféricos,12.72,2
2024-02-13,Marcos,Mouse,Periféricos,25.55,2
2024-06-15,Diego,"Monitor 27""",Pantallas,255.63,1
2024-03-10,Marcos,Hub USB-C,Accesorios,33.77,2
2024-02-22,Federico,Cable HDMI,Accesorios,12.94,2
2024-01-27,Federico,Hub USB-C,Accesorios,30.86,2
2024-02-18,Agustín,Auriculares,Audio,47.22,2
2024-04-09,Federico,Teclado,Periféricos,52.49,1
2024-05-25,Florencia,Auriculares,Audio,37.72,1
2024-06-18,Rocío,Mouse,Periféricos,22.49,1
2024-02-06,Diego,Parlante BT,Audio,81.2,2
2024-05-24,Carlos,SSD 1TB,Almacenamiento,128.44,1
2024-04-28,Hernán,Teclado,Periféricos,59.77,2
2024-06-22,Valentina,"Notebook 15""",Computadoras,1105.58,4
2024-01-14,Rocío,Mouse,Periféricos,32.91,2
2024-01-28,Valentina,Cable HDMI,Accesorios,10.25,2
2024-06-23,Federico,Disco 2TB,Almacenamiento,113.09,1
2024-03-15,Ana,Cargador USB-C,Accesorios,24.88,3
2024-03-18,Sofía,"Monitor 27""",Pantallas,263.39,2
2024-02-02,Pedro,Disco 2TB,Almacenamiento,100.95,2
2024-05-13,Florencia,"Notebook 15""",Computadoras,1142.41,2
2024-02-25,Pedro,"Notebook 15""",Computadoras,1079.88,1
2024-02-25,Camila,Auriculares,Audio,31.91,2
2024-01-09,Florencia,Webcam,Periféricos,65.59,3
2024-05-09,Marta,Parlante BT,Audio,65.03,5
2024-01-30,Ana,Disco 2TB,Almacenamiento,93.07,1
2024-02-19,Florencia,Mouse,Periféricos,26.11,4
2024-04-13,Valentina,"Monitor 24""",Pantallas,196.69,4
2024-03-29,Camila,"Monitor 24""",Pantallas,203.08,1
2024-02-06,Paula,Webcam,Periféricos,70.22,2
2024-05-21,Sofía,Pad Mouse,Periféricos,13.63,1
2024-01-23,Lucía,"Notebook 14""",Computadoras,867.99,3
2024-02-07,Jorge,Teclado,Periféricos,48.54,3
2024-01-08,Sofía,Parlante BT,Audio,51.9,2
2024-06-22,Florencia,Cable HDMI,Accesorios,10.76,3
2024-03-26,Florencia,Mouse,Periféricos,19.3,2
2024-04-07,Valentina,Mouse,Periféricos,26.46,2
2024-03-08,Marcos,Teclado,Periféricos,50.28,1
2024-03-27,Jorge,Cargador USB-C,Accesorios,26.86,2
2024-05-02,Agustín,SSD 1TB,Almacenamiento,127.75,3
2024-06-14,Pedro,"Monitor 27""",Pantallas,259.54,2
2024-03-08,Marta,"Notebook 15""",Computadoras,1022.34,1
2024-01-20,Rocío,Mouse,Periféricos,27.22,1
2024-04-09,Jorge,SSD 512GB,Almacenamiento,89.1,2
2024-04-29,Daniela,Cable HDMI,Accesorios,13.41,3
2024-05-03,Agustín,"Notebook 15""",Computadoras,1142.32,3
2024-06-05,Diego,Webcam,Periféricos,73.39,1
2024-05-11,Diego,SSD 1TB,Almacenamiento,114.38,2
2024-01-17,Agustín,Hub USB-C,Accesorios,34.28,2
2024-06-13,Sofía,Auriculares,Audio,45.55,3
2024-02-28,Agustín,"Monitor 27""",Pantallas,267.47,1
2024-06-09,Lucía,Hub USB-C,Accesorios,32.08,1
2024-05-08,Marcos,SSD 1TB,Almacenamiento,118.27,1
2024-06-03,Pedro,SSD 512GB,Almacenamiento,83.84,2
2024-05-17,Daniela,Cable HDMI,Accesorios,13.78,2
2024-03-27,Nicolás,SSD 1TB,Almacenamiento,122.16,4
2024-04-21,Valentina,Cargador USB-C,Accesorios,28.21,2
2024-01-26,Florencia,Teclado,Periféricos,51.84,1
2024-04-15,Sofía,Mouse,Periféricos,19.8,2
2024-03-21,Marcos,Webcam,Periféricos,76.26,2
2024-05-28,Florencia,"Monitor 24""",Pantallas,218.89,2
2024-06-20,Marcos,Mouse,Periféricos,24.56,2
2024-01-26,Carlos,Auriculares,Audio,54.05,3
2024-02-23,Hernán,Auriculares,Audio,44.83,3
2024-03-02,Diego,Disco 2TB,Almacenamiento,82.27,2
2024-05-22,Diego,"Monitor 24""",Pantallas,205.48,2
2024-03-10,Luis,"Notebook 14""",Computadoras,921.09,1
2024-05-20,Florencia,Cargador USB-C,Accesorios,27.49,2
2024-06-05,Pedro,SSD 1TB,Almacenamiento,135.1,2
2024-03-04,Federico,"Monitor 27""",Pantallas,268.54,2
2024-04-06,Diego,"Notebook 15""",Computadoras,1139.42,1
2024-03-27,Pedro,Cable HDMI,Accesorios,13.05,3
2024-04-30,Hernán,Mouse,Periféricos,27.2,3
2024-01-21,Federico,SSD 1TB,Almacenamiento,126.81,1
2024-05-17,Hernán,Auriculares,Audio,39.34,4
2024-05-07,Lucía,Pad Mouse,Periféricos,9.72,3
2024-02-11,Hernán,Webcam,Periféricos,74.02,1
2024-01-02,Nicolás,Pad Mouse,Periféricos,9.52,1
2024-06-26,Sofía,Webcam,Periféricos,51.24,3
2024-03-05,Daniela,SSD 1TB,Almacenamiento,138.5,2
2024-02-24,Luis,"Monitor 27""",Pantallas,293.69,4
2024-06-21,Daniela,"Monitor 27""",Pantallas,270.47,3
2024-03-08,Carlos,"Notebook 14""",Computadoras,964.8,3
2024-06-22,Camila,"Monitor 27""",Pantallas,282.24,3
2024-04-13,Luis,"Monitor 24""",Pantallas,205.21,2
2024-03-09,Hernán,SSD 1TB,Almacenamiento,120.69,2
2024-01-02,Federico,Cargador USB-C,Accesorios,32.94,3
2024-02-11,Nicolás,Parlante BT,Audio,69.06,2
2024-02-16,Luis,SSD 512GB,Almacenamiento,87.34,3
2024-05-25,Marta,"Notebook 14""",Computadoras,892.18,1
2024-04-08,Marcos,Pad Mouse,Periféricos,10.85,3
2024-03-05,Federico,Disco 2TB,Almacenamiento,96.03,2
2024-03-02,Camila,Mouse,Periféricos,22.92,1
2024-01-20,Hernán,"Notebook 14""",Computadoras,875.17,3
2024-03-13,Federico,"Monitor 27""",Pantallas,248.42,2
2024-02-03,Hernán,Disco 2TB,Almacenamiento,102.29,1
2024-06-17,Camila,SSD 1TB,Almacenamiento,129.84,4
2024-06-28,Daniela,Cargador USB-C,Accesorios,27.82,1
2024-05-19,Rocío,Auriculares,Audio,48.15,2
2024-06-22,Hernán,Webcam,Periféricos,74.22,2
2024-04-21,Nicolás,Pad Mouse,Periféricos,10.17,2
2024-04-19,Lucía,Mouse,Periféricos,31.61,5
2024-04-08,Hernán,"Notebook 14""",Computadoras,900.48,3
2024-02-04,Jorge,Webcam,Periféricos,75.82,1
2024-06-30,Sofía,Pad Mouse,Periféricos,14.04,2
2024-01-11,Camila,Teclado,Periféricos,48.71,3
2024-06-04,Lucía,Hub USB-C,Accesorios,37.9,1
2024-06-18,Agustín,Teclado,Periféricos,47.71,2
2024-06-03,Daniela,Cargador USB-C,Accesorios,29.05,2
2024-01-13,Daniela,"Monitor 24""",Pantallas,200.65,1
2024-05-25,Diego,Pad Mouse,Periféricos,12.06,2
2024-02-06,Paula,Auriculares,Audio,35.83,1
2024-05-03,Lucía,Parlante BT,Audio,56.85,3
2024-01-30,Pedro,Pad Mouse,Periféricos,8.09,1
2024-04-13,Pedro,Parlante BT,Audio,58.59,1
2024-01-15,Diego,Webcam,Periféricos,57.48,1
2024-05-24,Luis,Pad Mouse,Periféricos,8.79,1
2024-01-11,Marcos,Pad Mouse,Periféricos,10.93,2
2024-03-12,Hernán,Disco 2TB,Almacenamiento,100.81,3
2024-04-10,Rocío,Auriculares,Audio,31.1,6
2024-06-05,Valentina,Mouse,Periféricos,27.9,3
2024-04-23,Jorge,Cable HDMI,Accesorios,15.92,4
2024-03-10,Rocío,Cargador USB-C,Accesorios,29.93,3
2024-02-05,Daniela,Pad Mouse,Periféricos,8.88,2
2024-04-05,Lucía,Hub USB-C,Accesorios,37.71,4
2024-03-08,Rocío,Webcam,Periféricos,64.52,2
2024-06-28,Diego,Pad Mouse,Periféricos,7.85,3
2024-01-08,Rocío,"Notebook 14""",Computadoras,952.45,1
2024-03-26,Sofía,SSD 512GB,Almacenamiento,85.76,3
2024-04-27,Nicolás,Mouse,Periféricos,22.94,4
2024-01-29,Lucía,Disco 2TB,Almacenamiento,88.9,1
2024-05-12,Federico,Webcam,Periféricos,64.63,3
2024-02-25,Marta,Auriculares,Audio,43.66,4
2024-06-19,Jorge,Hub USB-C,Accesorios,38.14,2
2024-02-20,Pedro,Teclado,Periféricos,51.29,1
2024-04-13,Sofía,Cargador USB-C,Accesorios,27.34,1
2024-03-13,Rocío,Parlante BT,Audio,67.62,2
2024-01-08,Florencia,Teclado,Periféricos,46.02,1
2024-01-25,Carlos,Cargador USB-C,Accesorios,29.6,2
2024-02-29,Pedro,Auriculares,Audio,61.84,5
2024-04-20,Paula,Hub USB-C,Accesorios,36.8,1
2024-01-08,Camila,Parlante BT,Audio,88.71,3
2024-03-03,Hernán,Hub USB-C,Accesorios,33.97,1
2024-06-03,Lucía,Cargador USB-C,Accesorios,26.65,4
2024-06-29,Federico,SSD 1TB,Almacenamiento,131.06,3
2024-04-12,Diego,Teclado,Periféricos,45.52,1
2024-06-18,Paula,Webcam,Periféricos,49.79,1
2024-01-03,Marcos,Cargador USB-C,Accesorios,23.22,1
2024-04-03,Lucía,Mouse,Periféricos,26.8,1
2024-05-28,Valentina,Hub USB-C,Accesorios,35.43,1
2024-02-23,Marcos,"Monitor 24""",Pantallas,192.1,3
2024-01-29,Ana,Auriculares,Audio,41.86,2
2024-05-13,Diego,Teclado,Periféricos,53.91,3
2024-05-06,Hernán,Auriculares,Audio,46.51,1
2024-05-12,Federico,"Monitor 24""",Pantallas,227.42,2
2024-02-26,Agustín,Hub USB-C,Accesorios,36.7,2
